triplesID,relationID,Type,Start_entity,End_entity,start_entity_Labels,end_entity_Labels,start_entity_id,end_entity_id
1379,162,HAS_CLOSURE,rue des Vétérans,rue des Vétérans,__Entity__,__Entity__,442,442
1380,149,TIME_PERIOD,rue des Vétérans,avant jeudi 15 février 7h30,__Entity__,__Entity__,442,766
1381,149,TIME_PERIOD,rue des Vétérans,après 18h,__Entity__,__Entity__,442,767
1382,149,TIME_PERIOD,rue des Vétérans,le week-end,__Entity__,__Entity__,442,768
1383,163,PARKING_ACCESS,rue des Vétérans,parking privatif,__Entity__,__Entity__,442,755
1384,164,ACCESS_ENTRY,rue des Vétérans,avenue Pasteur,__Entity__,__Entity__,442,224
1385,164,ACCESS_ENTRY,rue des Vétérans,rue de la Gare,__Entity__,__Entity__,442,428
1386,161,HAS_ACTIVITY,rue des Vétérans,réfection du réseau d’eau potable,__Entity__,__Entity__,442,802
1387,165,AFFECTED_BY,rue des Vétérans,changement de collecte,__Entity__,__Entity__,442,834
1388,69,HAS_WATER_CUT,Av. Henri Barbusse,28/02,__Entity__,__Entity__,444,443
1389,69,HAS_WATER_CUT,Av. Henri Barbusse,29/02,__Entity__,__Entity__,444,449
1390,69,HAS_WATER_CUT,rue des Tournelles,28/02,__Entity__,__Entity__,447,443
1391,69,HAS_WATER_CUT,rue des Platanes,29/02,__Entity__,__Entity__,448,449
1427,149,TIME_PERIOD,parking place des marchés,tout au long de la plage payante,__Entity__,__Entity__,466,756
1428,149,TIME_PERIOD,parking place des marchés,jusqu’à la réouverture de la circulation dans la rue des Vétérans,__Entity__,__Entity__,466,770
1429,37,HAS_START_DATE,MC,2003,__Entity__,__Entity__,469,472
1430,89,HAS_END_DATE,MC,2009,__Entity__,__Entity__,469,474
1431,166,HAS_PARTIAL_START_DATE,MC,2007,__Entity__,__Entity__,469,470
1432,60,HAS_TERMINUS,Ligne 14,Genève,__Entity__,__Entity__,473,236
1433,60,HAS_TERMINUS,Ligne 14,"Genève, gare Cornavin",__Entity__,__Entity__,473,246
1434,60,HAS_TERMINUS,Ligne 14,Stand,__Entity__,__Entity__,473,547
1435,60,HAS_TERMINUS,Ligne 14,"Genève, Bel-Air",__Entity__,__Entity__,473,559
1436,4,SERVED_BY,Ligne 14,Meyrin,__Entity__,__Entity__,473,299
1437,93,HAS_ROUTE,Ligne 14,CERN,__Entity__,__Entity__,473,288
1438,93,HAS_ROUTE,Ligne 14,Bachet-de-Pesay,__Entity__,__Entity__,473,330
1439,37,HAS_START_DATE,Ligne 14,2011,__Entity__,__Entity__,473,348
1440,37,HAS_START_DATE,Ligne 14,2012,__Entity__,__Entity__,473,471
1441,89,HAS_END_DATE,Ligne 14,2014,__Entity__,__Entity__,473,349
1442,89,HAS_END_DATE,Ligne 14,2012,__Entity__,__Entity__,473,471
1443,167,HAS_ART_PROJECT,Ligne 14,Art&tram,__Entity__,__Entity__,473,558
1444,168,HAS_ART_INSTALLATION,Ligne 14,installation artistique,__Entity__,__Entity__,473,562
1445,169,OPERATES_IN,Ligne 14,zone 10,__Entity__,__Entity__,473,569
1446,170,USES_EQUIPMENT,Ligne 14,Stadler Tango,__Entity__,__Entity__,473,560
1447,170,USES_EQUIPMENT,Ligne 14,Bombardier Cityrunner,__Entity__,__Entity__,473,571
1448,171,CARRIES,Ligne 14,"21,516 millions de voyages",__Entity__,__Entity__,473,565
1449,21,HAS_DESTINATION,Ligne 14,"Bernex, Vailly",__Entity__,__Entity__,473,263
1450,21,HAS_DESTINATION,Ligne 14,"Meyrin, Gravière",__Entity__,__Entity__,473,264
1451,98,HAS_PLACE,Ligne 14,Genève,__Entity__,__Entity__,473,236
1452,98,HAS_PLACE,Ligne 14,"vers « Meyrin, Gravière »",__Entity__,__Entity__,473,880
1453,98,HAS_PLACE,Ligne 14,"vers « Bernex, Vailly »",__Entity__,__Entity__,473,889
1485,172,START_DATE,La phase d'essais du nouveau tronçon,8 juin 2021,__Entity__,__Entity__,482,490
1486,173,END_DATE,La phase d'essais du nouveau tronçon,4 juillet,__Entity__,__Entity__,482,491
1487,174,LOCATION,La ligne,Genève,__Entity__,__Entity__,488,236
1488,174,LOCATION,La ligne,Confignon,__Entity__,__Entity__,488,292
1489,174,LOCATION,La ligne,Meyrin,__Entity__,__Entity__,488,299
1490,174,LOCATION,La ligne,Vernier,__Entity__,__Entity__,488,316
1491,174,LOCATION,La ligne,Onex,__Entity__,__Entity__,488,319
1492,174,LOCATION,La ligne,Bernex,__Entity__,__Entity__,488,326
1493,174,LOCATION,La ligne,route de Chancy,__Entity__,__Entity__,488,485
1494,174,LOCATION,La ligne,Lancy,__Entity__,__Entity__,488,493
1495,175,LENGTH,La ligne,"15,1 km",__Entity__,__Entity__,488,489
1496,176,DESTINATION,La ligne,quai de la Poste,__Entity__,__Entity__,488,338
1497,176,DESTINATION,La ligne,route de Lancy,__Entity__,__Entity__,488,483
1498,176,DESTINATION,La ligne,rue de Stand,__Entity__,__Entity__,488,484
1499,176,DESTINATION,La ligne,quai du Rhône,__Entity__,__Entity__,488,486
1500,176,DESTINATION,La ligne,place Bel-Air,__Entity__,__Entity__,488,487
1501,176,DESTINATION,La ligne,parc relais Vailly,__Entity__,__Entity__,488,492
1502,176,DESTINATION,La ligne,rue des Deux-Ponts,__Entity__,__Entity__,488,494
1503,2,LOCATED_IN,Lancy,Suisse,__Entity__,__Entity__,493,638
1504,44,CONNECTED_TO,Lancy,Plan-les-Ouates,__Entity__,__Entity__,493,679
1505,93,HAS_ROUTE,Lancy,Genève,__Entity__,__Entity__,493,236
1506,93,HAS_ROUTE,Lancy,Nations,__Entity__,__Entity__,493,271
1507,93,HAS_ROUTE,Lancy,Genève-Cornavin,__Entity__,__Entity__,493,289
1508,93,HAS_ROUTE,Lancy,Carouge,__Entity__,__Entity__,493,340
1509,93,HAS_ROUTE,Lancy,Palais des Nations,__Entity__,__Entity__,493,908
1510,177,CONNECTED_BY,Lancy,Annemasse,__Entity__,__Entity__,493,258
1511,178,HAS_EXIT,Lancy,sortie,__Entity__,__Entity__,493,1380
1536,179,CONTINUES_AS,rue de la Servette,route de Meyrin,__Entity__,__Entity__,498,503
1537,1,CROSSES,Rhône,Ponts-de-l'Île,__Entity__,__Entity__,509,496
1538,1,CROSSES,Ligne,Rhône,__Entity__,__Entity__,510,509
1539,180,PASSES_BY,Ligne,place Bel-Air,__Entity__,__Entity__,510,487
1540,180,PASSES_BY,Ligne,rue Lect,__Entity__,__Entity__,510,497
1541,180,PASSES_BY,Ligne,rue de la Pépinière,__Entity__,__Entity__,510,500
1542,180,PASSES_BY,Ligne,Jardin Alpin,__Entity__,__Entity__,510,501
1543,180,PASSES_BY,Ligne,rues de Cornavin,__Entity__,__Entity__,510,502
1544,180,PASSES_BY,Ligne,passage de Montbrillant,__Entity__,__Entity__,510,505
1545,180,PASSES_BY,Ligne,rues de Coutance,__Entity__,__Entity__,510,506
1546,180,PASSES_BY,Ligne,aéroport international de Genève,__Entity__,__Entity__,510,507
1547,180,PASSES_BY,Ligne,Basilique Notre-Dame,__Entity__,__Entity__,510,511
1548,180,PASSES_BY,Ligne,gare de Genève-Cornavin,__Entity__,__Entity__,510,515
1549,181,JOINS,Ligne,Vernier,__Entity__,__Entity__,510,316
1550,181,JOINS,Ligne,ligne 15,__Entity__,__Entity__,510,342
1551,181,JOINS,Ligne,rue de la Servette,__Entity__,__Entity__,510,498
1552,181,JOINS,Ligne,rue De-Livron,__Entity__,__Entity__,510,504
1553,181,JOINS,Ligne,ligne 18,__Entity__,__Entity__,510,513
1554,182,ARRIVES_AT,Ligne,Meyrin,__Entity__,__Entity__,510,299
1555,182,ARRIVES_AT,Ligne,quartier de la Gravière,__Entity__,__Entity__,510,508
1556,182,ARRIVES_AT,Ligne,place de Saint-Gervais,__Entity__,__Entity__,510,512
1557,182,ARRIVES_AT,Ligne,place des XXII-Cantons,__Entity__,__Entity__,510,514
1558,183,SPLITS_FROM,Ligne,ligne 18,__Entity__,__Entity__,510,513
1559,184,TURNS_AT,Ligne,avenue de Vaudagne,__Entity__,__Entity__,510,499
1560,185,HAS_AMPLITUDE_HORAIRE,Ligne,5 h 10 à 2 h 45,__Entity__,__Entity__,510,536
1561,185,HAS_AMPLITUDE_HORAIRE,Ligne,4 h 40 à 0 h 40,__Entity__,__Entity__,510,549
1562,185,HAS_AMPLITUDE_HORAIRE,Ligne,5 h 10 à 1 h 15,__Entity__,__Entity__,510,551
1563,186,HAS_VITESSE_COMMERCIALE,Ligne,"17,45 km/h",__Entity__,__Entity__,510,550
1564,120,SERVES,ligne 18,Palettes,__Entity__,__Entity__,513,594
1565,187,PROLONGED_TO,ligne 18,Rondeau de Carouge,__Entity__,__Entity__,513,626
1589,2,LOCATED_IN,"46° 10′ 50″ N, 6° 05′ 40″ E 10 Confignon",Confignon,__Entity__,__Entity__,517,292
1590,2,LOCATED_IN,"46° 12′ 10″ N, 6° 07′ 59″ E 10 Genève",Genève,__Entity__,__Entity__,518,236
1591,2,LOCATED_IN,"46° 12′ 17″ N, 6° 08′ 36″ E 10 Genève",Genève,__Entity__,__Entity__,519,236
1592,2,LOCATED_IN,"46° 11′ 25″ N, 6° 07′ 09″ E 10 Lancy",Lancy,__Entity__,__Entity__,520,493
1593,2,LOCATED_IN,"46° 12′ 34″ N, 6° 08′ 20″ E 10 Genève",Genève,__Entity__,__Entity__,521,236
1594,2,LOCATED_IN,"46° 10′ 43″ N, 6° 05′ 20″ E 10 Confignon",Confignon,__Entity__,__Entity__,522,292
1595,2,LOCATED_IN,"46° 11′ 00″ N, 6° 06′ 00″ E 10 Onex",Onex,__Entity__,__Entity__,523,319
1596,2,LOCATED_IN,"46° 12′ 26″ N, 6° 08′ 32″ E 10 Genève",Genève,__Entity__,__Entity__,524,236
1597,2,LOCATED_IN,"46° 11′ 37″ N, 6° 07′ 26″ E 10 Lancy",Lancy,__Entity__,__Entity__,525,493
1598,2,LOCATED_IN,"46° 12′ 41″ N, 6° 08′ 04″ E 10 Genève",Genève,__Entity__,__Entity__,526,236
1599,2,LOCATED_IN,"46° 12′ 04″ N, 6° 07′ 48″ E 10 Genève",Genève,__Entity__,__Entity__,527,236
1600,2,LOCATED_IN,"46° 10′ 42″ N, 6° 05′ 04″ E 10 Bernex",Bernex,__Entity__,__Entity__,528,326
1601,2,LOCATED_IN,"46° 12′ 48″ N, 6° 07′ 49″ E 10 Genève",Genève,__Entity__,__Entity__,529,236
1602,2,LOCATED_IN,"46° 12′ 35″ N, 6° 08′ 31″ E 10 Genève",Genève,__Entity__,__Entity__,530,236
1603,2,LOCATED_IN,42″ E 10 Bernex,Bernex,__Entity__,__Entity__,531,326
1604,2,LOCATED_IN,"46° 12′ 13″ N, 6° 08′ 26″ E 10 Genève",Genève,__Entity__,__Entity__,532,236
1605,2,LOCATED_IN,"46° 11′ 10″ N, 6° 06′ 26″ E 10 Onex",Onex,__Entity__,__Entity__,533,319
1606,2,LOCATED_IN,"46° 11′ 18″ N, 6° 06′ 50″ E 10 Lancy",Lancy,__Entity__,__Entity__,534,493
1635,188,HAS_DEPARTURE_OR_TERMINUS,Rames,Genève,__Entity__,__Entity__,537,236
1636,188,HAS_DEPARTURE_OR_TERMINUS,Rames,Stand,__Entity__,__Entity__,537,547
1637,18,CONNECTS,Tramways,Annemasse,__Entity__,__Entity__,538,258
1638,18,CONNECTS,Tramways,Meyrin,__Entity__,__Entity__,538,299
1639,18,CONNECTS,Tramways,Gravière,__Entity__,__Entity__,538,303
1640,18,CONNECTS,Tramways,Vailly,__Entity__,__Entity__,538,310
1641,18,CONNECTS,Tramways,Bernex,__Entity__,__Entity__,538,326
1642,18,CONNECTS,Tramways,Lancy,__Entity__,__Entity__,538,493
1643,189,HAS_TEMPS_PARCOURS_MOYEN,Tramways,50 minutes,__Entity__,__Entity__,538,555
1644,190,HAS_TIME,Tramways,43 minutes,__Entity__,__Entity__,538,1154
1645,56,PART_OF,Tramway,Liste des stations,__Entity__,__Entity__,539,1032
1646,18,CONNECTS,Tramway,Genève,__Entity__,__Entity__,539,236
1647,18,CONNECTS,Tramway,Meyrin,__Entity__,__Entity__,539,299
1648,18,CONNECTS,Tramway,Gravière,__Entity__,__Entity__,539,303
1649,18,CONNECTS,Tramway,Vailly,__Entity__,__Entity__,539,310
1650,18,CONNECTS,Tramway,Vernier,__Entity__,__Entity__,539,316
1651,18,CONNECTS,Tramway,Bernex,__Entity__,__Entity__,539,326
1652,65,RELATED_TO,Tramway,Tests sur des vannes,__Entity__,__Entity__,539,1255
1653,18,CONNECTS,Bus,Genève,__Entity__,__Entity__,543,236
1654,18,CONNECTS,Bus,Meyrin,__Entity__,__Entity__,543,299
1655,18,CONNECTS,Bus,Vernier,__Entity__,__Entity__,543,316
1656,56,PART_OF,Trolleybus,Unireso/Léman Pass,__Entity__,__Entity__,545,1029
1657,18,CONNECTS,Trolleybus,Genève,__Entity__,__Entity__,545,236
1658,18,CONNECTS,Trolleybus,Vernier,__Entity__,__Entity__,545,316
1659,54,HAS_CONNECTION,Stand,Ligne 13,__Entity__,__Entity__,547,603
1660,96,HAS_RELATION_WITH,Stand,"Bernex, Vailly",__Entity__,__Entity__,547,263
1661,108,HAS_CONNECTION_WITH,Stand,Lancy-Pont-Rouge,__Entity__,__Entity__,547,241
1662,191,HAS_COMPLEMENTARITY,Noctambus,Ligne,__Entity__,__Entity__,553,510
1686,37,HAS_START_DATE,Art&tram,2009,__Entity__,__Entity__,558,474
1687,192,HAS_SPONSOR,Art&tram,Genève,__Entity__,__Entity__,558,236
1688,192,HAS_SPONSOR,Art&tram,Confignon,__Entity__,__Entity__,558,292
1689,192,HAS_SPONSOR,Art&tram,Onex,__Entity__,__Entity__,558,319
1690,192,HAS_SPONSOR,Art&tram,Bernex,__Entity__,__Entity__,558,326
1691,192,HAS_SPONSOR,Art&tram,Lancy,__Entity__,__Entity__,558,493
1692,193,HAS_SUPPORTER,Art&tram,Fonds cantonal d'art contemporain,__Entity__,__Entity__,558,561
1693,193,HAS_SUPPORTER,Art&tram,Service cantonal de la culture,__Entity__,__Entity__,558,570
1694,56,PART_OF,"Genève, Bel-Air",Ligne 14,__Entity__,__Entity__,559,473
1695,2,LOCATED_IN,"Genève, Bel-Air",Genève,__Entity__,__Entity__,559,236
1696,194,USED_BY,Stadler Tango,Ligne 12,__Entity__,__Entity__,560,295
1697,194,USED_BY,Stadler Tango,Ligne 18,__Entity__,__Entity__,560,302
1698,195,USED_ON_LINE,Stadler Tango,Line 10,__Entity__,__Entity__,560,36
1699,27,IS_PART_OF,installation artistique,Art&tram,__Entity__,__Entity__,562,558
1700,196,RELATES_TO,installation artistique,rame de tram,__Entity__,__Entity__,562,564
1701,56,PART_OF,Unireso,Léman Pass,__Entity__,__Entity__,563,1026
1702,168,HAS_ART_INSTALLATION,Ligne 71-17,exposition visuelle et sonore,__Entity__,__Entity__,566,568
1703,197,CREATED,collectif féminin « Les Indociles »,exposition visuelle et sonore,__Entity__,__Entity__,567,568
1704,27,IS_PART_OF,exposition visuelle et sonore,Ligne 71-17,__Entity__,__Entity__,568,566
1705,198,HAS_CREATOR,exposition visuelle et sonore,collectif féminin « Les Indociles »,__Entity__,__Entity__,568,567
1706,27,IS_PART_OF,zone 10,Unireso,__Entity__,__Entity__,569,563
1707,194,USED_BY,Bombardier Cityrunner,Ligne 12,__Entity__,__Entity__,571,295
1708,194,USED_BY,Bombardier Cityrunner,Ligne 13,__Entity__,__Entity__,571,603
1709,195,USED_ON_LINE,Bombardier Cityrunner,Line 10,__Entity__,__Entity__,571,36
,56,PART_OF,Fondation des Parkings,esay,__Entity__,__Entity__,574,583
,2,LOCATED_IN,Fondation des Parkings,Genève,__Entity__,__Entity__,574,236
,199,HAS_PART,Fondation des Parkings,gestion des parc relais,__Entity__,__Entity__,574,64
,56,PART_OF,Ligne Longeray-Léaz - Bouveret,esay,__Entity__,__Entity__,575,583
,56,PART_OF,Transports publics genevois (TPG),esay,__Entity__,__Entity__,576,583
,56,PART_OF,Chemins de fer fédéraux suisses (CFF),esay,__Entity__,__Entity__,577,583
,56,PART_OF,Société nationale des chemins de fer français (SNCF),esay,__Entity__,__Entity__,578,583
,56,PART_OF,Ligne La Roche-sur-Foron - Saint-Gervais-les-Bains,esay,__Entity__,__Entity__,579,583
,56,PART_OF,Unireso Léman Pass Lémanis,esay,__Entity__,__Entity__,580,583
,56,PART_OF,Ligne Aix-les-Bains - Annemasse,esay,__Entity__,__Entity__,581,583
,56,PART_OF,Ligne Châtelaine (bif) - frontière - Bellegarde,esay,__Entity__,__Entity__,582,583
,56,PART_OF,Kiosques du tramway CEVA,esay,__Entity__,__Entity__,584,583
,56,PART_OF,Dépôt de La Jonction,Dépôt En Chardon,__Entity__,__Entity__,585,250
,56,PART_OF,Dépôt de La Jonction,esay,__Entity__,__Entity__,585,583
,2,LOCATED_IN,Dépôt de La Jonction,Genève,__Entity__,__Entity__,585,236
,57,HAS_LINE,Tramway de Genève,Ligne 13,__Entity__,__Entity__,587,603
,57,HAS_LINE,Tramway de Genève,Ligne 11,__Entity__,__Entity__,587,605
,56,PART_OF,Plainpalais,Genève,__Entity__,__Entity__,589,236
,44,CONNECTED_TO,Plainpalais,Ligne 13,__Entity__,__Entity__,589,603
,4,SERVED_BY,Plainpalais,Ligne 15,__Entity__,__Entity__,589,296
,54,HAS_CONNECTION,Plainpalais,Ligne 13,__Entity__,__Entity__,589,603
,96,HAS_RELATION_WITH,Plainpalais,"Thônex, Moillesulaz",__Entity__,__Entity__,589,727
,108,HAS_CONNECTION_WITH,Plainpalais,Lancy-Pont-Rouge,__Entity__,__Entity__,589,241
,54,HAS_CONNECTION,Marché,Ligne 13,__Entity__,__Entity__,590,603
,56,PART_OF,Ligne 13 du tramway de Genève,Tramway de Genève,__Entity__,__Entity__,591,587
,120,SERVES,Ligne 13 du tramway de Genève,Genève,__Entity__,__Entity__,591,236
,120,SERVES,Ligne 13 du tramway de Genève,Carouge,__Entity__,__Entity__,591,340
,120,SERVES,Ligne 13 du tramway de Genève,Lancy,__Entity__,__Entity__,591,493
,53,HAS_STATION,Ligne 13 du tramway de Genève,Nations,__Entity__,__Entity__,591,271
,53,HAS_STATION,Ligne 13 du tramway de Genève,Palettes,__Entity__,__Entity__,591,594
,2,LOCATED_IN,De Staël,Carouge,__Entity__,__Entity__,592,340
,54,HAS_CONNECTION,De Staël,Ligne 13,__Entity__,__Entity__,592,603
,54,HAS_CONNECTION,Armes,Ligne 13,__Entity__,__Entity__,593,603
,56,PART_OF,Palettes,Ligne 15,__Entity__,__Entity__,594,296
,2,LOCATED_IN,Palettes,Lancy,__Entity__,__Entity__,594,493
,44,CONNECTED_TO,Palettes,Ligne 13,__Entity__,__Entity__,594,603
,4,SERVED_BY,Palettes,Ligne 15,__Entity__,__Entity__,594,296
,4,SERVED_BY,Palettes,Lignes 15 et 17,__Entity__,__Entity__,594,1185
,96,HAS_RELATION_WITH,Palettes,Lancy Piscine,__Entity__,__Entity__,594,706
,44,CONNECTED_TO,Augustins,Ligne 13,__Entity__,__Entity__,595,603
,54,HAS_CONNECTION,Augustins,Ligne 13,__Entity__,__Entity__,595,603
,54,HAS_CONNECTION,Pontets,Ligne 13,__Entity__,__Entity__,596,603
,54,HAS_CONNECTION,Sismondi,Ligne 13,__Entity__,__Entity__,597,603
,56,PART_OF,Transports publics genevois,TPG,__Entity__,__Entity__,598,619
,200,OPERATES,Transports publics genevois,Ligne 15,__Entity__,__Entity__,598,296
,200,OPERATES,Transports publics genevois,Ligne 13,__Entity__,__Entity__,598,603
,54,HAS_CONNECTION,Blanche,Ligne 13,__Entity__,__Entity__,599,603
,54,HAS_CONNECTION,Cirque,Ligne 13,__Entity__,__Entity__,600,603
,96,HAS_RELATION_WITH,Cirque,"Meyrin, Gravière",__Entity__,__Entity__,600,264
,108,HAS_CONNECTION_WITH,Cirque,Lancy-Pont-Rouge,__Entity__,__Entity__,600,241
,54,HAS_CONNECTION,Isaac-Mercier / Goulart,Ligne 13,__Entity__,__Entity__,601,603
,6,OPERATED_BY,Ligne 13,TPG,__Entity__,__Entity__,603,619
,201,EXTENDED,Ligne 13,Nations,__Entity__,__Entity__,603,271
,201,EXTENDED,Ligne 13,Palettes,__Entity__,__Entity__,603,594
,201,EXTENDED,Ligne 13,Gare,__Entity__,__Entity__,603,618
,147,REPLACED,Ligne 13,Ligne D,__Entity__,__Entity__,603,616
,53,HAS_STATION,Ligne 13,Nations,__Entity__,__Entity__,603,271
,53,HAS_STATION,Ligne 13,Cornavin,__Entity__,__Entity__,603,287
,53,HAS_STATION,Ligne 13,Ferney-Voltaire,__Entity__,__Entity__,603,989
,53,HAS_STATION,Ligne 13,Grand-Saconnex-P+R,__Entity__,__Entity__,603,1017
,53,HAS_STATION,Ligne 13,Bernex-Pré-Marais,__Entity__,__Entity__,603,1020
,93,HAS_ROUTE,Ligne 13,Cornavin,__Entity__,__Entity__,603,287
,93,HAS_ROUTE,Ligne 13,Carouge,__Entity__,__Entity__,603,340
,37,HAS_START_DATE,Ligne 13,28 mai 1995,__Entity__,__Entity__,603,588
,89,HAS_END_DATE,Ligne 13,11 décembre 2011,__Entity__,__Entity__,603,610
,202,HAS_LAST_EXTENSION,Ligne 13,13 décembre 2003,__Entity__,__Entity__,603,602
,203,SERVED,Ligne 13,Genève,__Entity__,__Entity__,603,236
,203,SERVED,Ligne 13,Nations,__Entity__,__Entity__,603,271
,203,SERVED,Ligne 13,Carouge,__Entity__,__Entity__,603,340
,203,SERVED,Ligne 13,Lancy,__Entity__,__Entity__,603,493
,203,SERVED,Ligne 13,Palettes,__Entity__,__Entity__,603,594
,118,USED,Ligne 13,Duewag-Vevey DAV,__Entity__,__Entity__,603,607
,204,OPENED,Ligne 13,28 mai 1995,__Entity__,__Entity__,603,588
,204,OPENED,Ligne 13,27 mai 1995,__Entity__,__Entity__,603,617
,205,HAD,Ligne 13,Be 4/8,__Entity__,__Entity__,603,615
,205,HAD,Ligne 13,Be 4/6,__Entity__,__Entity__,603,621
,206,ABANDONED,Ligne 13,Services partiels,__Entity__,__Entity__,603,613
,2,LOCATED_IN,Trèfle-Blanc,Carouge,__Entity__,__Entity__,604,340
,54,HAS_CONNECTION,Trèfle-Blanc,Ligne 13,__Entity__,__Entity__,604,603
,207,CONNECTS_WITH,Ligne 11,Meyrin Village,__Entity__,__Entity__,605,1707
,54,HAS_CONNECTION,Ancienne Carouge,Ligne 13,__Entity__,__Entity__,606,603
,194,USED_BY,Duewag-Vevey DAV,Ligne 12,__Entity__,__Entity__,607,295
,194,USED_BY,Duewag-Vevey DAV,Ligne 13,__Entity__,__Entity__,607,603
,2,LOCATED_IN,Butini,Geneva,__Entity__,__Entity__,608,745
,54,HAS_CONNECTION,Butini,Ligne 13,__Entity__,__Entity__,608,603
,2,LOCATED_IN,Pont-d'Arve,Genève,__Entity__,__Entity__,609,236
,4,SERVED_BY,Pont-d'Arve,Lignes 15 et 17,__Entity__,__Entity__,609,1185
,54,HAS_CONNECTION,Pont-d'Arve,Ligne 13,__Entity__,__Entity__,609,603
,2,LOCATED_IN,Môle,Geneva,__Entity__,__Entity__,611,745
,54,HAS_CONNECTION,Môle,Ligne 13,__Entity__,__Entity__,611,603
,44,CONNECTED_TO,Gare,Plainpalais,__Entity__,__Entity__,618,589
,44,CONNECTED_TO,Gare,Ligne 13,__Entity__,__Entity__,618,603
,2,LOCATED_IN,TPG,Genève,__Entity__,__Entity__,619,236
,2,LOCATED_IN,Blanche Armes,Genève,__Entity__,__Entity__,620,236
,118,USED,Tramway Genève-Saint-Julien-en-Genevois,Indice,__Entity__,__Entity__,622,614
,208,MERGED,Tramway Genève-Saint-Julien-en-Genevois,Ligne 12,__Entity__,__Entity__,622,295
,2,LOCATED_IN,Marché Ancienne,Carouge,__Entity__,__Entity__,623,340
,209,DISAPPEARED_IN_FAVOR_OF,ligne 13,lignes 12 entre Plainpalais et Palettes et 15 entre Plainpalais et Nations,__Entity__,__Entity__,625,627
,56,PART_OF,Évian-les-Bains,ÉVA'D,__Entity__,__Entity__,632,640
,112,HAS_TRANSPORT,Évian-les-Bains,ÉVA'D,__Entity__,__Entity__,632,640
,2,LOCATED_IN,TER Auvergne-Rhône-Alpes Tramway,Auvergne-Rhône-Alpes,__Entity__,__Entity__,633,636
,56,PART_OF,Mobi'Vals,Transports publics de la région nyonnaise,__Entity__,__Entity__,635,1037
,210,ISSUED_BY,Suisse,SwissPass,__Entity__,__Entity__,638,1446
,56,PART_OF,Lémanis,Fondation des Parkings,__Entity__,__Entity__,639,574
,2,LOCATED_IN,Lémanis,Genève,__Entity__,__Entity__,639,236
,56,PART_OF,Ligne Châtelaine,Ligne Bellegarde,__Entity__,__Entity__,641,1033
,18,CONNECTS,Ligne Châtelaine,Genève,__Entity__,__Entity__,641,236
,18,CONNECTS,Ligne Châtelaine,Lyon,__Entity__,__Entity__,641,323
,18,CONNECTS,Ligne Châtelaine,Bellegarde,__Entity__,__Entity__,641,652
,112,HAS_TRANSPORT,Haute-Savoie,Cars Région,__Entity__,__Entity__,642,651
,112,HAS_TRANSPORT,Nyon,TPN,__Entity__,__Entity__,644,650
,2,LOCATED_IN,Mouettes genevoises,Genève,__Entity__,__Entity__,645,236
,56,PART_OF,Dépôt du Bachet-de-Pesay,Dépôt de La Jonction,__Entity__,__Entity__,646,585
,2,LOCATED_IN,Dépôt du Bachet-de-Pesay,Genève,__Entity__,__Entity__,646,236
,56,PART_OF,Ligne Lausanne,Ligne Genève,__Entity__,__Entity__,647,1025
,18,CONNECTS,Ligne Lausanne,Genève,__Entity__,__Entity__,647,236
,56,PART_OF,Thonon-les-Bains,Star't,__Entity__,__Entity__,648,637
,112,HAS_TRANSPORT,Thonon-les-Bains,Star't,__Entity__,__Entity__,648,637
,2,LOCATED_IN,CFF,Suisse,__Entity__,__Entity__,649,638
,211,SALES_CHANNEL,CFF,achetés,__Entity__,__Entity__,649,1466
,56,PART_OF,Autobus de Genève,Unireso/Léman Pass,__Entity__,__Entity__,653,1029
,2,LOCATED_IN,Autobus de Genève,Genève,__Entity__,__Entity__,653,236
,57,HAS_LINE,France,Ligne 62,__Entity__,__Entity__,654,1642
,210,ISSUED_BY,France,OùRA,__Entity__,__Entity__,654,1443
,56,PART_OF,Ligne Longeray-Léaz,Ligne Bouveret,__Entity__,__Entity__,656,1034
,18,CONNECTS,Ligne Longeray-Léaz,Bouveret,__Entity__,__Entity__,656,655
,18,CONNECTS,Ligne Longeray-Léaz,Tonkin,__Entity__,__Entity__,656,660
,18,CONNECTS,CEVA,Annemasse,__Entity__,__Entity__,657,258
,18,CONNECTS,CEVA,Aix-les-Bains,__Entity__,__Entity__,657,665
,212,HAS_WEBSITE,CEVA,www.ceva.ch,__Entity__,__Entity__,657,1630
,199,HAS_PART,CEVA,Cornavin – Eaux-Vives – Annemasse,__Entity__,__Entity__,657,1422
,54,HAS_CONNECTION,CEVA,Gare de Genève-La Praille,__Entity__,__Entity__,657,724
,96,HAS_RELATION_WITH,CEVA,Gare de Genève-La Praille,__Entity__,__Entity__,657,724
,213,HAS_RESULT,CEVA,Léman Express,__Entity__,__Entity__,657,1162
,2,LOCATED_IN,SNCF,France,__Entity__,__Entity__,658,654
,199,HAS_PART,SNCF,Unireso,__Entity__,__Entity__,658,563
,199,HAS_PART,SNCF,Fondation des Parkings,__Entity__,__Entity__,658,574
,199,HAS_PART,SNCF,Lémanis,__Entity__,__Entity__,658,639
,199,HAS_PART,SNCF,Léman Pass,__Entity__,__Entity__,658,1026
,211,SALES_CHANNEL,SNCF,achetés,__Entity__,__Entity__,658,1466
,2,LOCATED_IN,Unireso/Léman Pass Trolleybus,Genève,__Entity__,__Entity__,659,236
